"Name,Ticker/Code,발행사,자산,전략,세부전략,지역,추적배수,거래대금(백만),시가총액(백만)"
"PLUS K방산소부장,0090B0,한화자산운용,주식,테마,방산,국내,일반,910.352225,15522"
"KIWOOM KRX100,100910,키움투자자산운용,주식,시장대표,-,국내,일반,2.33646,15508.5"
"ACE 차이나항셍테크,371870,한국투자신탁운용,주식,테마,빅테크,중국,일반,250.530697,15440"
"KIWOOM 200선물레버리지,253250,키움투자자산운용,주식,시장대표,-,국내,2X 레버리지,68.434628,15246"
"KODEX MSCI Korea,156080,삼성자산운용,주식,시장대표,-,국내,일반,6.825285,15186.5"
"TIGER 리츠부동산인프라10채권혼합액티브,0086C0,미래에셋자산운용,혼합자산,자산배분,채권혼합,국내,일반,205.41517,15157.5"
"SOL 반도체후공정,475310,신한자산운용,주식,섹터,반도체,국내,일반,559.94275,15147"
"HANARO 200 TOP10,407310,엔에이치아문디자산운용,주식,규모,대형주,국내,일반,61.01355,15058.25"
"KODEX 200exTOP,337150,삼성자산운용,주식,규모,대형주,국내,일반,57.058785,15016.5"
"ACE 2차전지&친환경차액티브,385600,한국투자신탁운용,주식,테마,차세대모빌리티,국내,일반,106.023581,15007.5"
"KODEX 200가치저변동,223190,삼성자산운용,주식,퀀트,혼합,국내,일반,94.83113,14965"
"에셋플러스 글로벌일등기업포커스10액티브,477490,에셋플러스자산운용,주식,시장대표,-,글로벌,일반,28.215555,14932"
"ACE 멕시코MSCI(합성),291130,한국투자신탁운용,주식,시장대표,-,멕시코,일반,27.048894,14913"
"TIGER KEDI혁신기업ESG30,417630,미래에셋자산운용,주식,스타일,ESG,국내,일반,26.081275,14910"
"RISE 5대그룹주,105780,케이비자산운용,주식,스타일,그룹주,국내,일반,4.25904,14820"
"RISE 헬스케어채권혼합,253290,케이비자산운용,혼합자산,자산배분,주식혼합,국내,일반,118.21628,14712"
"KODEX 200 중소형,226980,삼성자산운용,주식,규모,중형주,국내,일반,179.01451,14708"
"RISE 테슬라고정테크100,0047P0,케이비자산운용,주식,테마,기타,미국,일반,228.562515,14630"
"에셋플러스 글로벌대장장이액티브,433220,에셋플러스자산운용,주식,시장대표,-,글로벌,일반,35.27193,14582.4"
"TRUSTON 주주가치액티브,472720,트러스톤자산운용,주식,스타일,기타,국내,일반,30.927541,14563.6"
"RISE 유로스탁스50(H),379790,케이비자산운용,주식,시장대표,-,유럽,일반,322.5743,14549.25"
"KODEX 한중반도체(합성),450190,삼성자산운용,주식,섹터,반도체,글로벌,일반,91.723315,14505"
"PLUS 미국S&P500미국채혼합50액티브,0057H0,한화자산운용,혼합자산,자산배분,채권혼합,미국,일반,403.56043,14313"
"KoAct 글로벌친환경전력인프라액티브,475070,삼성액티브자산운용,주식,테마,전력인프라,글로벌,일반,177.338856,14267.5"
"ITF 200,472840,IBK자산운용,주식,시장대표,-,국내,일반,8.31496,14257.5"
"KODEX 미국ETF산업Top10 Indxx,428560,삼성자산운용,주식,테마,기타,미국,일반,103.349825,14229"
"ACE 코스피,305050,한국투자신탁운용,주식,시장대표,-,국내,일반,161.019875,14218"
"PLUS 태양광&ESS,457990,한화자산운용,주식,테마,친환경에너지,국내,일반,311.009537,14207.75"
"TIGER 퓨처모빌리티액티브,387280,미래에셋자산운용,주식,테마,차세대모빌리티,국내,일반,31.636732,14198.4"
"KODEX 모멘텀주,275280,삼성자산운용,주식,퀀트,모멘텀,국내,일반,179.87507,14171.5"
"에셋플러스 코리아대장장이액티브,442090,에셋플러스자산운용,주식,테마,기타,국내,일반,5.812775,14116.5"
"KODEX 유럽명품TOP10 STOXX,456250,삼성자산운용,주식,섹터,경기소비재,유럽,일반,409.795825,14013"
"TIGER K게임,300610,미래에셋자산운용,주식,테마,게임&엔터&스포츠,국내,일반,152.85661,14000"
"TIGER 글로벌자원생산기업(합성 H),276000,미래에셋자산운용,주식,섹터,소재,글로벌,일반,21.203809,13991"
"RISE 중국MSCI China(H),310080,케이비자산운용,주식,시장대표,-,중국,일반,136.321473,13962"
"HANARO 미국S&P500,432840,엔에이치아문디자산운용,주식,시장대표,-,미국,일반,5.332565,13960"
"PLUS 200선물레버리지,253150,한화자산운용,주식,시장대표,-,국내,2X 레버리지,11.016516,13915"
"PLUS 일본반도체소부장,464920,한화자산운용,주식,섹터,반도체,일본,일반,272.776601,13882.5"
"TIGER 농산물선물Enhanced(H),137610,미래에셋자산운용,원자재,농산물,혼합,글로벌,일반,24.026315,13878"
"1Q 차이나H(H),472350,하나자산운용,주식,시장대표,-,중국,일반,2.190955,13844"
"SOL 국제금,0066W0,신한자산운용,원자재,금속,금,미국,일반,3286.526725,13830"
"PLUS 미국로보택시,0078V0,한화자산운용,주식,테마,차세대모빌리티,미국,일반,353.792788,13760.25"
"ACE 골드선물 레버리지(합성 H),225130,한국투자신탁운용,원자재,금속,금,글로벌,2X 레버리지,899.567433,13756.5"
"PLUS 미국테크TOP10,461900,한화자산운용,주식,테마,빅테크,미국,일반,49.73697,13744.25"
"TIGER 코리아테크액티브,471780,미래에셋자산운용,주식,섹터,정보기술,국내,일반,90.384382,13692"
"RISE 배터리 리사이클링,446700,케이비자산운용,주식,테마,2차전지(배터리),국내,일반,75.766505,13635.4"
"TIGER 미국캐시카우100,465670,미래에셋자산운용,주식,테마,기타,미국,일반,109.570214,13630"
"RISE 200선물인버스2X,252420,케이비자산운용,주식,시장대표,-,국내,2X 인버스,215.330337,13570.2"
"ACE 미국친환경그린테마INDXX,391600,한국투자신탁운용,주식,테마,친환경에너지,미국,일반,80.722582,13518.75"
"KODEX 미국S&P500필수소비재,453630,삼성자산운용,주식,섹터,필수소비재,미국,일반,44.965817,13495.25"
"KODEX 미국S&P500유틸리티,463640,삼성자산운용,주식,섹터,유틸리티,미국,일반,65.017503,13490"
"KODEX 코스닥글로벌,461450,삼성자산운용,주식,테마,기타,국내,일반,17.459395,13460"
"ACE 애플밸류체인액티브,483420,한국투자신탁운용,주식,테마,기타,글로벌,일반,96.901765,13408.5"
"TIGER 일본TOPIX(합성 H),195920,미래에셋자산운용,주식,시장대표,-,일본,일반,14.810815,13365"
"PLUS 차이나AI테크TOP10,0047N0,한화자산운용,주식,테마,로보틱스 & AI,중국,일반,193.554566,13324.5"
"마이티 코스피100,159800,디비자산운용,주식,시장대표,-,국내,일반,52.627795,13294.8"
"TRUSTON 코리아밸류업액티브,496130,트러스톤자산운용,주식,시장대표,-,국내,일반,12.39939,13288.8"
"TIGER 차이나항셍30,117690,미래에셋자산운용,주식,시장대표,-,중국,일반,227.362233,13125.75"
"RISE 국채선물10년인버스,295020,케이비자산운용,채권,국공채,장기,국내,1X 인버스,0.385155,13106.66"
"KODEX 웹툰&드라마,395150,삼성자산운용,주식,테마,게임&엔터&스포츠,국내,일반,346.240079,13104"
"ACE 글로벌브랜드TOP10블룸버그,435040,한국투자신탁운용,주식,테마,기타,글로벌,일반,68.05556,13055"
"TREX 펀더멘탈 200,145850,유리자산운용,주식,퀀트,혼합,국내,일반,0.67521,12985"
"KODEX iShares미국인플레이션국채액티브,468370,삼성자산운용,채권,국공채,종합,미국,일반,107.551575,12980.4"
"에셋플러스 글로벌영에이지액티브,451150,에셋플러스자산운용,주식,테마,내수소비,글로벌,일반,9.874335,12948.7"
"TIGER S&P글로벌인프라(합성),269370,미래에셋자산운용,주식,테마,인프라스트럭처,글로벌,일반,2.157411,12884"
"KODEX 미국S&P500경기소비재,453660,삼성자산운용,주식,섹터,경기소비재,미국,일반,2.80373,12761"
"ITF K-AI반도체코어테크,0005G0,IBK자산운용,주식,테마,로보틱스 & AI,국내,일반,53.763565,12699"
"FOCUS ESG리더스,285690,브이아이자산운용,주식,스타일,ESG,국내,일반,0.01404,12636"
"KODEX 가치주,275290,삼성자산운용,주식,퀀트,가치,국내,일반,485.591915,12636"
"ACE 미국중심중소형제조업,0008E0,한국투자신탁운용,주식,퀀트,사이즈,미국,일반,15.928685,12632.75"
"ACE 국고채3년,114460,한국투자신탁운용,채권,국공채,중기,국내,일반,105.095945,12405.6"
"PLUS 미국나스닥100미국채혼합50,0089B0,한화자산운용,혼합자산,자산배분,채권혼합,미국,일반,398.31972,12402"
"HK 베스트일레븐액티브,391670,흥국자산운용,주식,시장대표,-,국내,일반,0.46922,12383.25"
"RISE 국고채3년선물인버스,282000,케이비자산운용,채권,국공채,중기,국내,1X 인버스,0.44595,12378.72"
"TIGER 코스피대형주,277640,미래에셋자산운용,주식,규모,대형주,국내,일반,263.096725,12215"
"FOCUS 200,0098Z0,브이아이자산운용,주식,시장대표,-,국내,일반,49.810555,12196.5"
"KODEX 대만테크고배당다우존스,487950,삼성자산운용,주식,스타일,배당,아시아,일반,51.137534,12174"
"KoAct 브로드컴밸류체인액티브,0051A0,삼성액티브자산운용,주식,섹터,반도체,미국,일반,239.21355,12065.75"
"HANARO Fn K-게임,395280,엔에이치아문디자산운용,주식,테마,게임&엔터&스포츠,국내,일반,30.60446,12049.5"
"HANARO KOFR금리액티브(합성),453060,엔에이치아문디자산운용,기타,금리,-,국내,일반,43.51999,11968"
"1Q 미국나스닥100미국채혼합50액티브,0111P0,하나자산운용,혼합자산,자산배분,채권혼합,미국,일반,11967.33563,11952"
"ACE 코리아밸류업,496120,한국투자신탁운용,주식,시장대표,-,국내,일반,7.005075,11925.5"
"RISE 국채30년레버리지(합성),451670,케이비자산운용,채권,국공채,장기,국내,2X 레버리지,62.28507,11920"
"KODEX 기후변화솔루션,404260,삼성자산운용,주식,스타일,ESG,국내,일반,5.36037,11884.5"
"HANARO 유럽방산,0082F0,엔에이치아문디자산운용,주식,테마,방산,유럽,일반,249.036254,11880.75"
"KIWOOM 블루칩,104520,키움투자자산운용,주식,규모,대형주,국내,일반,5.449105,11748"
"TIGER 이머징마켓MSCI레버리지(합성 H),225060,미래에셋자산운용,주식,시장대표,-,글로벌,2X 레버리지,0.17709,11702.4"
"RISE 엔비디아고정테크100,0093B0,케이비자산운용,주식,테마,로보틱스 & AI,미국,일반,5329.949058,11687.5"
"KIWOOM 물가채KIS,430500,키움투자자산운용,채권,국공채,종합,국내,일반,170.43234,11680"
"KODEX 미국클린에너지나스닥,419420,삼성자산운용,주식,테마,친환경에너지,미국,일반,279.524222,11670"
"ACE 삼성그룹동일가중,131890,한국투자신탁운용,주식,스타일,그룹주,국내,일반,66.12806,11595"
"ACE 장기자산배분액티브,0021C0,한국투자신탁운용,혼합자산,자산배분,TDF,글로벌,일반,19.90015,11595"
"ACE 차이나AI빅테크TOP2+액티브,0087F0,한국투자신탁운용,주식,테마,로보틱스 & AI,중국,일반,2685.710849,11590"
"TIGER 탄소효율그린뉴딜,376410,미래에셋자산운용,주식,스타일,ESG,국내,일반,8.896232,11565"
"파워 고배당저변동성,192720,교보악사자산운용,주식,스타일,배당,국내,일반,20.36155,11507.4"
"RISE TDF2040액티브,442560,케이비자산운용,혼합자산,자산배분,TDF,글로벌,일반,56.73636,11484"
"KIWOOM 코스피100,153270,키움투자자산운용,주식,시장대표,-,국내,일반,159.314595,11433.6"
"KIWOOM 미국테크100월간목표헤지액티브,0084D0,키움투자자산운용,주식,주식파생,기타,미국,일반,1422.190535,11385"
"RISE 테슬라애플아마존채권혼합,449580,케이비자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,267.059614,11378.5"
"KODEX 미국S&P500커뮤니케이션,463690,삼성자산운용,주식,섹터,커뮤니케이션서비스,미국,일반,15.29374,11367"
"KIWOOM 미국달러선물인버스2X,230480,키움투자자산운용,통화,미국달러,-,국내,2X 인버스,16.108405,11361.9"
"마이티 바이오시밀러&CDMO액티브,0001P0,디비자산운용,주식,섹터,헬스케어,국내,일반,110.38463,11310"
"SOL KRX300,292500,신한자산운용,주식,시장대표,-,국내,일반,9.86537,11280"
"RISE 미국은행TOP10,0013P0,케이비자산운용,주식,섹터,금융,미국,일반,228.541939,11205"
"SOL 한국AI소프트웨어,0105D0,신한자산운용,주식,테마,로보틱스 & AI,국내,일반,3028.852386,11203.5"
"VITA 밸류알파액티브,452440,한국투자밸류자산운용,주식,퀀트,가치,국내,일반,1381.44531,11193"
"ACE 유럽방산TOP10,0102X0,한국투자신탁운용,주식,테마,방산,유럽,일반,3869.662528,11182.5"
"RISE 미국양자컴퓨팅,0018Z0,케이비자산운용,주식,테마,양자컴퓨팅,미국,일반,429.672313,11158"
"TIGER KRX300,292160,미래에셋자산운용,주식,시장대표,-,국내,일반,19.676805,11130"
"에셋플러스 인도일등기업포커스20액티브,0002C0,에셋플러스자산운용,주식,시장대표,-,인도,일반,12.905545,11129.4"
"TIGER MKF배당귀족,445910,미래에셋자산운용,주식,스타일,배당,국내,일반,32.00074,11088"
"KODEX 혁신기술테마액티브,364690,삼성자산운용,주식,시장대표,-,국내,일반,5.19652,11073"
"TIGER LG그룹+펀더멘털,138530,미래에셋자산운용,주식,스타일,그룹주,국내,일반,79.98176,11044.8"
"KODEX 아시아AI반도체exChina액티브,446690,삼성자산운용,주식,섹터,반도체,아시아,일반,36.583575,11027.5"
"KIWOOM 미국달러선물레버리지,225800,키움투자자산운용,통화,미국달러,-,국내,2X 레버리지,9.55362,11019.6"
"HANARO 바이오코리아액티브,498050,엔에이치아문디자산운용,주식,섹터,헬스케어,국내,일반,189.322765,10969.25"
"KODEX 운송,140710,삼성자산운용,주식,섹터,산업재,국내,일반,190.259897,10934.5"
"RISE 코리아밸류업위클리고정커버드콜,0094M0,케이비자산운용,주식,주식파생,커버드콜,국내,일반,918.46951,10925"
"ACE TDF2030액티브,0021D0,한국투자신탁운용,혼합자산,자산배분,TDF,글로벌,일반,24.790815,10810"
"RISE 미국천연가스밸류체인,0036Z0,케이비자산운용,주식,섹터,에너지,미국,일반,38.20085,10775"
"PLUS 글로벌HBM반도체,442580,한화자산운용,주식,섹터,반도체,글로벌,일반,176.14658,10728"
"ACE 글로벌AI맞춤형반도체,494340,한국투자신탁운용,주식,테마,로보틱스 & AI,글로벌,일반,151.38235,10646.25"
"PLUS S&P글로벌인프라,269530,한화자산운용,주식,테마,인프라스트럭처,글로벌,일반,53.24072,10452.75"
"RISE 중소형고배당,281990,케이비자산운용,주식,스타일,배당,국내,일반,29.03649,10388"
"WON AI ESG액티브,413930,우리자산운용,주식,스타일,ESG,국내,일반,1.156695,10352"
"KIWOOM K-테크TOP10,469790,키움투자자산운용,주식,테마,빅테크,국내,일반,195.721211,10339"
"HANARO 탄소효율그린뉴딜,375760,엔에이치아문디자산운용,주식,스타일,ESG,국내,일반,4.065995,10332"
"더제이 중소형포커스액티브,0053M0,더제이자산운용,주식,규모,중형주,국내,일반,14.81881,10205"
"ACE 인도시장대표BIG5그룹액티브,487920,한국투자신탁운용,주식,규모,대형주,인도,일반,12.457079,10104"
"PLUS 고배당저변동50,251590,한화자산운용,주식,스타일,배당,국내,일반,24.735267,10075"
"KoAct 미국나스닥채권혼합50액티브,0104H0,삼성액티브자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,2839.933648,10015"
"HK S&P코리아로우볼,215620,흥국자산운용,주식,퀀트,변동성,국내,일반,[object Object],10010.7"
"TIGER MSCI KOREA ESG리더스,289260,미래에셋자산운용,주식,스타일,ESG,국내,일반,27.81727,9995.4"
"RISE 주식혼합,183710,케이비자산운용,혼합자산,자산배분,주식혼합,국내,일반,2.04667,9982"
"KIWOOM 미국달러SOFR금리액티브(합성),460270,키움투자자산운용,기타,금리,-,미국,일반,9.918025,9967.05"
"TIMEFOLIO K이노베이션액티브,385710,타임폴리오자산운용,주식,테마,뉴딜,국내,일반,41.75506,9944"
"KODEX 멀티팩터,337120,삼성자산운용,주식,퀀트,혼합,국내,일반,0.016515,9909"
"KODEX KTOP30,229720,삼성자산운용,주식,시장대표,-,국내,일반,145.5824,9905"
"ACE 미국부동산리츠(합성 H),181480,한국투자신탁운용,부동산,리츠,-,미국,일반,13.368895,9898.8"
"KODEX 미국스마트모빌리티S&P,390400,삼성자산운용,주식,테마,차세대모빌리티,미국,일반,57.089094,9877"
"TIGER 차이나CSI300인버스(합성),217780,미래에셋자산운용,주식,시장대표,-,중국,1X 인버스,5.302055,9808"
"TIGER 미국달러선물레버리지,261110,미래에셋자산운용,통화,미국달러,-,국내,2X 레버리지,3.626322,9735"
"WON 한국부동산TOP3플러스,480460,우리자산운용,부동산,리츠,-,국내,일반,15.09731,9730"
"KODEX MSCI KOREA ESG유니버설,289040,삼성자산운용,주식,스타일,ESG,국내,일반,4.158,9702"
"BNK 미래전략기술액티브,457930,BNK자산운용,주식,테마,기타,국내,일반,0.353045,9630"
"PLUS K리츠,429740,한화자산운용,부동산,리츠,-,국내,일반,41.950035,9618"
"PLUS ESG성장주액티브,395760,한화자산운용,주식,퀀트,성장,국내,일반,8.159365,9592.25"
"RISE 우량업종대표주,140580,케이비자산운용,주식,스타일,섹터로테이션,국내,일반,0.35227,9582"
"TREX 200,108590,유리자산운용,주식,시장대표,-,국내,일반,7.221425,9549"
"FOCUS 알리바바미국채커버드콜혼합,0073X0,브이아이자산운용,혼합자산,자산배분,채권혼합,미국,일반,595.665282,9468"
"SOL 글로벌탄소배출권선물ICE(합성),400590,신한자산운용,기타,탄소배출권,-,글로벌,일반,11.255305,9415"
"SOL 머니마켓액티브,484890,신한자산운용,채권,혼합,단기,국내,일반,117.98916,9251.55"
"TIGER MSCI KOREA ESG유니버설,289250,미래에셋자산운용,주식,스타일,ESG,국내,일반,0.61748,9223.5"
"HANARO Fn5G산업,367740,엔에이치아문디자산운용,주식,테마,5G(차세대통신),국내,일반,3.915045,9009"
"마이다스 중소형액티브,438740,마이다스에셋자산운용,주식,규모,중형주,국내,일반,2.01133,9006"
"HANARO 글로벌워터MSCI(합성),424460,엔에이치아문디자산운용,주식,테마,기타,글로벌,일반,1.493955,8958"
"RISE 미국S&P500엔화노출(합성 H),0005C0,케이비자산운용,주식,시장대표,-,미국,일반,0.704065,8944"
"SOL 200 Top10,411540,신한자산운용,주식,규모,대형주,국내,일반,130.756625,8901"
"RISE 헬스케어,253280,케이비자산운용,주식,섹터,헬스케어,국내,일반,206.838588,8892"
"KODEX 모멘텀Plus,244620,삼성자산운용,주식,퀀트,모멘텀,국내,일반,0.769735,8877"
"PLUS 코스피,227830,한화자산운용,주식,시장대표,-,국내,일반,13.95064,8876.25"
"SOL 국고채30년액티브,474390,신한자산운용,채권,국공채,장기,국내,일반,1.721555,8869.6"
"TIGER 200커뮤니케이션서비스,315270,미래에셋자산운용,주식,섹터,커뮤니케이션서비스,국내,일반,1.311105,8856"
"RISE 글로벌데이터센터리츠(합성),375270,케이비자산운용,부동산,리츠,-,글로벌,일반,28.909625,8804.25"
"에셋플러스 글로벌다이나믹시니어액티브,462340,에셋플러스자산운용,주식,테마,기타,글로벌,일반,2.4163,8738.6"
"HANARO KRX300,304760,엔에이치아문디자산운용,주식,시장대표,-,국내,일반,1.83184,8730"
"RISE V&S셀렉트밸류,234310,케이비자산운용,주식,퀀트,가치,국내,일반,0.38264,8667.5"
"TIGER 한중전기차(합성),449680,미래에셋자산운용,주식,테마,2차전지(배터리),글로벌,일반,4.14853,8580.75"
"KODEX 코스닥150롱코스피200숏선물,360150,삼성자산운용,주식,스타일,롱숏,국내,일반,35.285255,8574.5"
"SOL 미국S&P500엔화노출(H),499150,신한자산운용,주식,시장대표,-,미국,일반,5.0975,8560"
"KODEX MSCI EM선물(H),291890,삼성자산운용,주식,시장대표,-,글로벌,일반,23.929065,8517"
"SOL 미국500타겟데일리커버드콜액티브,494210,신한자산운용,주식,주식파생,커버드콜,미국,일반,966.143389,8468"
"KODEX 200동일가중,252650,삼성자산운용,주식,스타일,동일가중,국내,일반,4.95962,8388"
"KoAct AI인프라액티브,487130,삼성액티브자산운용,주식,테마,로보틱스 & AI,국내,일반,219.70764,8284.25"
"TIGER 단기선진하이일드(합성 H),182490,미래에셋자산운용,채권,회사채,종합,글로벌,일반,19.179288,8259"
"TIGER 미국소비트렌드액티브,0015K0,미래에셋자산운용,주식,테마,내수소비,미국,일반,2.811855,8225.85"
"RISE 글로벌클린에너지,399580,케이비자산운용,주식,테마,친환경에너지,글로벌,일반,70.337502,8150"
"RISE KQ고배당,270800,케이비자산운용,주식,스타일,배당,국내,일반,6.1983,7980"
"TIGER 로우볼,174350,미래에셋자산운용,주식,퀀트,변동성,국내,일반,12.83912,7946.4"
"TIGER 경기방어채권혼합,237440,미래에셋자산운용,혼합자산,자산배분,주식혼합,국내,일반,44.62738,7944"
"KODEX 최소변동성,279540,삼성자산운용,주식,퀀트,변동성,국내,일반,0.383875,7941"
"SOL KRX기후변화솔루션,404650,신한자산운용,주식,스타일,ESG,국내,일반,0.449635,7935"
"RISE KRX300,292050,케이비자산운용,주식,시장대표,-,국내,일반,11.36142,7932.75"
"KODEX K-뉴딜디지털플러스,368680,삼성자산운용,주식,테마,뉴딜,국내,일반,2.382765,7930"
"PLUS 주도업종,280920,한화자산운용,주식,스타일,섹터로테이션,국내,일반,1.867335,7909"
"TIGER 미국나스닥넥스트100,429010,미래에셋자산운용,주식,시장대표,-,미국,일반,32.268938,7897.5"
"SOL 자동차소부장Fn,464600,신한자산운용,주식,테마,차세대모빌리티,국내,일반,7.99541,7856"
"TIGER 200커버드콜OTM,166400,미래에셋자산운용,주식,주식파생,커버드콜,국내,일반,9.651295,7845"
"RISE 미국장기국채선물(H),267440,케이비자산운용,채권,국공채,장기,미국,일반,10.822245,7834.5"
"KIWOOM TDF2050액티브,435550,키움투자자산운용,혼합자산,자산배분,TDF,글로벌,일반,67.797195,7800"
"KIWOOM 차이나A50커넥트MSCI,441330,키움투자자산운용,주식,시장대표,-,중국,일반,34.720015,7787"
"KIWOOM 미국ETF산업STOXX,426330,키움투자자산운용,주식,테마,기타,미국,일반,11.199985,7720"
"HANARO 글로벌반도체TOP10 SOLACTIVE,464060,엔에이치아문디자산운용,주식,섹터,반도체,글로벌,일반,41.64266,7701.75"
"ACE 중국본토CSI300레버리지(합성),219900,한국투자신탁운용,주식,시장대표,-,중국,2X 레버리지,34.95403,7695"
"KIWOOM TDF2040액티브,435540,키움투자자산운용,혼합자산,자산배분,TDF,글로벌,일반,12.18877,7655"
"TIGER 우량가치,227570,미래에셋자산운용,주식,퀀트,혼합,국내,일반,232.941705,7601.55"
"KIWOOM 미국방어배당성장나스닥,373790,키움투자자산운용,주식,스타일,배당,미국,일반,30.32782,7592.5"
"TIGER 코스닥글로벌,461580,미래에셋자산운용,주식,테마,기타,국내,일반,33.9006,7570.75"
"TIGER 미국S&P500선물인버스(H),225030,미래에셋자산운용,주식,시장대표,-,미국,1X 인버스,79.51521,7569"
"RISE TDF2030액티브,442550,케이비자산운용,혼합자산,자산배분,TDF,글로벌,일반,9.74415,7485.5"
"KIWOOM 미국원유에너지기업,474800,키움투자자산운용,주식,섹터,에너지,미국,일반,169.352455,7481.5"
"PLUS 미국AI에이전트,0050E0,한화자산운용,주식,테마,로보틱스 & AI,미국,일반,24.623625,7425"
"KODEX 국채선물3년인버스,292770,삼성자산운용,채권,국공채,중기,국내,1X 인버스,[object Object],7387.38"
"TIGER 의료기기,307510,미래에셋자산운용,주식,섹터,헬스케어,국내,일반,184.02618,7384"
"마이다스 일본테크액티브,488290,마이다스에셋자산운용,주식,테마,빅테크,일본,일반,1.30461,7381"
"TIGER 원유선물인버스(H),217770,미래에셋자산운용,원자재,에너지,원유,글로벌,1X 인버스,309.258306,7322"
"RISE 일본섹터TOP4Plus,488480,케이비자산운용,주식,스타일,섹터로테이션,일본,일반,22.174172,7315.75"
"TIMEFOLIO 글로벌안티에이징바이오액티브,485810,타임폴리오자산운용,주식,섹터,헬스케어,글로벌,일반,77.760196,7297.25"
"ACE 일라이릴리밸류체인,497520,한국투자신탁운용,주식,섹터,헬스케어,글로벌,일반,6.86733,7290.5"
"ACE Fn5G플러스,380340,한국투자신탁운용,주식,테마,5G(차세대통신),국내,일반,97.25577,7272"
"ACE 일본TOPIX인버스(합성 H),205720,한국투자신탁운용,주식,시장대표,-,일본,1X 인버스,20.54818,7254"
"1Q K소버린AI,0103T0,하나자산운용,주식,테마,로보틱스 & AI,국내,일반,3301.279395,7206.5"
"TIGER 200 산업재,227550,미래에셋자산운용,주식,섹터,산업재,국내,일반,16.783815,7087.5"
"HANARO Fn친환경에너지,381570,엔에이치아문디자산운용,주식,테마,친환경에너지,국내,일반,90.985254,7063.25"
"KIWOOM 글로벌퓨처모빌리티,394350,키움투자자산운용,주식,테마,차세대모빌리티,글로벌,일반,7.713725,7050"
"RISE 미국장기국채선물레버리지(합성 H),267490,케이비자산운용,채권,국공채,장기,미국,2X 레버리지,4.015235,7026"
"ACE 싱가포르리츠,316300,한국투자신탁운용,부동산,리츠,-,아시아,일반,64.288737,7007.5"
"KIWOOM TDF2030액티브,435530,키움투자자산운용,혼합자산,자산배분,TDF,글로벌,일반,5.095965,7000"
"PLUS 국채선물10년,289670,한화자산운용,채권,국공채,장기,국내,일반,19.603285,6991.74"
"TIGER KTOP30,228820,미래에셋자산운용,주식,시장대표,-,국내,일반,43.40861,6986"
"ACE 글로벌빅파마,497510,한국투자신탁운용,주식,섹터,헬스케어,글로벌,일반,23.571024,6958"
"KoAct 미국뇌질환치료제액티브,490330,삼성액티브자산운용,주식,섹터,헬스케어,미국,일반,175.01089,6937"
"PLUS 심천차이넥스트(합성),256450,한화자산운용,주식,시장대표,-,중국,일반,43.941402,6915"
"SOL 한국형글로벌전기차&2차전지액티브,429980,신한자산운용,주식,테마,2차전지(배터리),글로벌,일반,52.233465,6907.5"
"PLUS 글로벌MSCI(합성 H),189400,한화자산운용,주식,시장대표,-,글로벌,일반,9.552295,6807"
"KODEX 한중전기차(합성),450180,삼성자산운용,주식,테마,2차전지(배터리),글로벌,일반,3.74188,6743.75"
"SOL 유럽탄소배출권선물S&P(H),400580,신한자산운용,기타,탄소배출권,-,유럽,일반,2.654775,6711"
"HANARO 반도체핵심공정주도주,476260,엔에이치아문디자산운용,주식,섹터,반도체,국내,일반,803.279642,6613"
"TIGER 유로스탁스레버리지(합성 H),225050,미래에셋자산운용,주식,시장대표,-,유럽,2X 레버리지,4.99558,6580"
"KODEX 국채선물10년인버스,176950,삼성자산운용,채권,국공채,장기,국내,1X 인버스,0.38327,6577.2"
"RISE 미국반도체인버스(합성 H),491630,케이비자산운용,주식,섹터,반도체,미국,1X 인버스,9.875505,6502.5"
"KIWOOM Fn유전자혁신기술,460280,키움투자자산운용,주식,섹터,헬스케어,국내,일반,10.77806,6474"
"PLUS 미국달러SOFR금리액티브(합성),456200,한화자산운용,기타,금리,-,미국,일반,5.29561,6472.4"
"KODEX 코리아혁신성장액티브,373490,삼성자산운용,주식,테마,기타,국내,일반,0.649195,6453"
"KIWOOM 엔비디아미국30년국채혼합액티브(H),0015E0,키움투자자산운용,혼합자산,자산배분,채권혼합,미국,일반,23.819337,6405"
"SOL 차이나태양광CSI(합성),413220,신한자산운용,주식,테마,친환경에너지,중국,일반,125.885962,6360"
"RISE 수출주,140570,케이비자산운용,주식,테마,기타,국내,일반,0.9418,6168"
"KIWOOM K-반도체북미공급망,488210,키움투자자산운용,주식,섹터,반도체,국내,일반,1392.476185,6063.75"
"RISE 국채선물10년,295000,케이비자산운용,채권,국공채,장기,국내,일반,8.114625,6000.48"
"UNICORN R&D 액티브,433250,현대자산운용주식회사,주식,시장대표,-,국내,일반,0.05979,5984"
"HANARO 글로벌탄소배출권선물ICE(합성),401590,엔에이치아문디자산운용,기타,탄소배출권,-,글로벌,일반,69.324305,5967.5"
"RISE 미국달러선물인버스,469530,케이비자산운용,통화,미국달러,-,국내,1X 인버스,1.92368,5939.2"
"KIWOOM 의료AI,483020,키움투자자산운용,주식,테마,로보틱스 & AI,국내,일반,107.3384,5931.75"
"RISE 인도디지털성장,498610,케이비자산운용,주식,테마,기타,인도,일반,18.556067,5808"
